RecNo,ExtractedBy,Author,Year,FocalSpC,FocalSpL,MultiplePred,PredSpC,PredSpL,PredGuild,Setting,Treatment,Season,Design,TreatmentDuration,ResponsePeriod,ControlType,Sex,Age,N,Nobs,NTreat,Ncontrol,SubjectID,ResponseID,Type,Category,SubCategory,ResponseDetails,Direction,d,l_95,u_95,v,Calculation,Beta (estimate),l95CI,U95CI,SE,t,T,Z,F,X2,H,U,p,Details
193,JDAT,Kovarik,2011,Meadow pipit,Anthus pratensis,N,Eurasian Magpie,Pica pica,Bird,Field,V,breeding,within,90 min,during,blank,F,A,13,26,13,13,59,154,Behaviour,ParentalCare,Incubation,number of off bouts per hour during incubation,-1,-1.0119,-1.8284,-0.1954,0.173538,Fig1b,,,,,,,,,,,,,
193,JDAT,Kovarik,2011,Meadow pipit,Anthus pratensis,N,Eurasian Magpie,Pica pica,Bird,Field,V,breeding,within,90 min,during,NonPred,F,A,13,26,13,13,59,154,Behaviour,ParentalCare,Incubation,mean incubation bout duration,1,0.4916,-0.2887,1.2718,0.158493,Fig2a,,,,,,,,,,,,,
193,JDAT,Kovarik,2011,Meadow pipit,Anthus pratensis,N,Eurasian Magpie,Pica pica,Bird,Field,V,breeding,within,90 min,during,blank,F,A,13,26,13,13,59,154,Behaviour,ParentalCare,Incubation,mean incubation bout duration,1,0.3525,-0.4222,1.1272,0.156236,Fig2a,,,,,,,,,,,,,
193,JDAT,Kovarik,2011,Meadow pipit,Anthus pratensis,N,Eurasian Magpie,Pica pica,Bird,Field,V,breeding,within,90 min,during,NonPred,F,A,13,26,13,13,59,154,Behaviour,ParentalCare,Incubation,mean duration of off nest bouts,-1,0.6088,-0.1775,1.3952,0.160975,Fig2b,,,,,,,,,,,,,
193,JDAT,Kovarik,2011,Meadow pipit,Anthus pratensis,N,Eurasian Magpie,Pica pica,Bird,Field,V,breeding,within,90 min,during,blank,F,A,13,26,13,13,59,154,Behaviour,ParentalCare,Incubation,mean duration of off nest bouts,-1,1.061,0.24,1.8821,0.175496,Fig2b,,,,,,,,,,,,,
295,JDAT,Ibáñez-Álamo,2012,Common blackbird,Turdus merula,N,Eurasian Magpie,Pica pica,Bird,Field,A,breeding,within,3 hours,during,NonPred,F,A,11,22,11,11,60,155,Behaviour,ParentalCare,Incubation,NestVisitationRate during incubation,1,-0.8267,-1.6974,0.044,0.197349,Fig1,,,,,,,,,,,,,
295,JDAT,Ibáñez-Álamo,2012,Common blackbird,Turdus merula,N,Eurasian Magpie,Pica pica,Bird,Field,A,breeding,within,3 hours,during,blank,F,A,11,22,11,11,60,155,Behaviour,ParentalCare,Incubation,NestVisitationRate during incubation,1,-0.9519,-1.8337,-0.0701,0.202411,Fig1,,,,,,,,,,,,,
295,JDAT,Ibáñez-Álamo,2012,Common blackbird,Turdus merula,N,Eurasian Magpie,Pica pica,Bird,Field,A,breeding,within,3 hours,during,NonPred,M,A,11,22,11,11,60,155,Behaviour,ParentalCare,Incubation,NestVisitationRate during incubation,1,0.6423,-0.2147,1.4993,0.191194,Fig1,,,,,,,,,,,,,
295,JDAT,Ibáñez-Álamo,2012,Common blackbird,Turdus merula,N,Eurasian Magpie,Pica pica,Bird,Field,A,breeding,within,3 hours,during,blank,M,A,11,22,11,11,60,155,Behaviour,ParentalCare,Incubation,NestVisitationRate during incubation,1,0.3823,-0.461,1.2257,0.18514,Fig1,,,,,,,,,,,,,
295,JDAT,Ibáñez-Álamo,2012,Common blackbird,Turdus merula,N,Eurasian Magpie,Pica pica,Bird,Field,A,breeding,within,3 hours,during,NonPred,F,A,9,22,9,9,60,155,Behaviour,ParentalCare,Incubation,LatencyResume incubation,-1,1.2963,0.28,2.3127,0.268902,Fig2,,,,,,,,,,,,,LogScale_Duplicated
295,JDAT,Ibáñez-Álamo,2012,Common blackbird,Turdus merula,N,Eurasian Magpie,Pica pica,Bird,Field,A,breeding,within,3 hours,during,blank,F,A,9,22,9,9,60,155,Behaviour,ParentalCare,Incubation,LatencyResume incubation,-1,0.9466,-0.0277,1.9209,0.247112,Fig2,,,,,,,,,,,,,LogScale_Duplicated
295,JDAT,Ibáñez-Álamo,2012,Common blackbird,Turdus merula,N,Eurasian Magpie,Pica pica,Bird,Field,A,breeding,within,3 hours,during,NonPred,F,A,9,22,9,9,60,155,Behaviour,ParentalCare,Incubation,LatencyResume incubation,-1,0.4518,-0.4839,1.3874,0.227892,Fig2,,,,,,,,,,,,,Duplicated
295,JDAT,Ibáñez-Álamo,2012,Common blackbird,Turdus merula,N,Eurasian Magpie,Pica pica,Bird,Field,A,breeding,within,3 hours,during,blank,F,A,9,22,9,9,60,155,Behaviour,ParentalCare,Incubation,LatencyResume incubation,-1,0.4188,-0.5152,1.3528,0.227095,Fig2,,,,,,,,,,,,,Duplicated
295,JDAT,Ibáñez-Álamo,2012,Common blackbird,Turdus merula,N,Eurasian Magpie,Pica pica,Bird,Field,A,breeding,within,3 hours,during,NonPred,F,A,8,22,8,8,60,155,Behaviour,ParentalCare,Incubation,Number of incubation bouts,1,-1.189,-2.252,-0.1259,0.294176,"Results Section, means and s.d.",,,,,,,,,,,,,
295,JDAT,Ibáñez-Álamo,2012,Common blackbird,Turdus merula,N,Eurasian Magpie,Pica pica,Bird,Field,A,breeding,within,3 hours,during,blank,F,A,8,22,8,8,60,155,Behaviour,ParentalCare,Incubation,Number of incubation bouts,1,-1.099,-2.1503,-0.0476,0.287743,"Results Section, means and s.d.",,,,,,,,,,,,,
295,JDAT,Ibáñez-Álamo,2012,Common blackbird,Turdus merula,N,Eurasian Magpie,Pica pica,Bird,Field,A,breeding,within,3 hours,during,NonPred,F,A,8,22,8,8,60,155,Behaviour,ParentalCare,Incubation,NestAttentiveness (percentage of tmie per hour on nest),1,-1.132,-2.1875,-0.0764,0.290041,"Results Section, means and s.d.",,,,,,,,,,,,,
295,JDAT,Ibáñez-Álamo,2012,Common blackbird,Turdus merula,N,Eurasian Magpie,Pica pica,Bird,Field,A,breeding,within,3 hours,during,blank,F,A,8,22,8,8,60,155,Behaviour,ParentalCare,Incubation,NestAttentiveness (percentage of tmie per hour on nest),1,-1.5655,-2.6856,-0.4454,0.326586,"Results Section, means and s.d.",,,,,,,,,,,,,
160,JDAT,Ibáñez-Álamo,2013,Common blackbird,Turdus merula,N,Eurasian Magpie,Pica pica,Bird,Field,A,breeding,within,3 hours,during,Blank,both,A,14,28,14,14,61,156,Behaviour,ParentalCare,FecalSac,fecal sac removal,1,-0.2879,-1.0325,0.4567,0.144337,Table 2,,,,,,,,,,,,,
160,JDAT,Ibáñez-Álamo,2013,Common blackbird,Turdus merula,N,Eurasian Magpie,Pica pica,Bird,Field,A,breeding,within,3 hours,during,Blank,both,A,14,28,14,14,61,156,Behaviour,ParentalCare,FecalSac,ingested fecal sac,1,-0.2364,-0.9798,0.507,0.143855,Table 2,,,,,,,,,,,,,
160,JDAT,Ibáñez-Álamo,2013,Common blackbird,Turdus merula,N,Eurasian Magpie,Pica pica,Bird,Field,A,breeding,within,3 hours,during,Blank,both,A,14,28,14,14,61,156,Behaviour,ParentalCare,FecalSac,removed feces per visit,1,-0.0964,-0.8376,0.6448,0.143023,Table 2,,,,,,,,,,,,,
160,JDAT,Ibáñez-Álamo,2013,Common blackbird,Turdus merula,N,Eurasian Magpie,Pica pica,Bird,Field,A,breeding,within,3 hours,during,Blank,both,A,14,28,14,14,61,156,Behaviour,ParentalCare,FecalSac,ingested feces per visit,1,0.0241,-0.7167,0.7649,0.142868,Table 2,,,,,,,,,,,,,
160,JDAT,Ibáñez-Álamo,2013,Common blackbird,Turdus merula,N,Eurasian Magpie,Pica pica,Bird,Field,A,breeding,within,3 hours,during,Blank,both,A,14,28,14,14,61,156,Behaviour,ParentalCare,FecalSac,ingested feces per removal,1,-0.1543,-0.8962,0.5876,0.143283,Table 2,,,,,,,,,,,,,
160,JDAT,Ibáñez-Álamo,2013,Common blackbird,Turdus merula,N,Eurasian Magpie,Pica pica,Bird,Field,A,breeding,within,3 hours,during,Blank,both,A,7,14,7,7,62,156,Behaviour,ParentalCare,FecalSac,fecal sac removal,1,-0.2049,-1.2553,0.8455,0.287213,Table 2,,,,,,,,,,,,,
160,JDAT,Ibáñez-Álamo,2013,Common blackbird,Turdus merula,N,Eurasian Magpie,Pica pica,Bird,Field,A,breeding,within,3 hours,during,Blank,both,A,7,14,7,7,62,156,Behaviour,ParentalCare,FecalSac,ingested fecal sac,1,-0.3358,-1.3908,0.7192,0.289741,Table 2,,,,,,,,,,,,,
160,JDAT,Ibáñez-Álamo,2013,Common blackbird,Turdus merula,N,Eurasian Magpie,Pica pica,Bird,Field,A,breeding,within,3 hours,during,Blank,both,A,7,14,7,7,62,156,Behaviour,ParentalCare,FecalSac,removed feces per visit,1,-0.1918,-1.2418,0.8583,0.287028,Table 2,,,,,,,,,,,,,
160,JDAT,Ibáñez-Álamo,2013,Common blackbird,Turdus merula,N,Eurasian Magpie,Pica pica,Bird,Field,A,breeding,within,3 hours,during,Blank,both,A,7,14,7,7,62,156,Behaviour,ParentalCare,FecalSac,ingested feces per visit,1,-0.4075,-1.466,0.6509,0.291646,Table 2,,,,,,,,,,,,,
160,JDAT,Ibáñez-Álamo,2013,Common blackbird,Turdus merula,N,Eurasian Magpie,Pica pica,Bird,Field,A,breeding,within,3 hours,during,Blank,both,A,7,14,7,7,62,156,Behaviour,ParentalCare,FecalSac,ingested feces per removal,1,-0.0306,-1.0783,1.0171,0.285748,Table 2,,,,,,,,,,,,,
92,JDAT,Ibáñez-Álamo,2011,Common blackbird,Turdus merula,N,Eurasian Magpie,Pica pica,Bird,Field,A,breeding,within,3 hours,after,blank,both,N,90,360,90,90,63,157,Physiology,Condition,Hormones,CorticosteronLevel,1,-0.2664,-0.5598,0.0271,0.022419,Fig1,,,,,,,,,,,,,
92,JDAT,Ibáñez-Álamo,2011,Common blackbird,Turdus merula,N,Eurasian Magpie,Pica pica,Bird,Field,A,breeding,within,3 hours,after,blank,both,N,90,360,90,90,63,157,Physiology,Condition,Hormones,CorticosteronMaxLevel,1,0.073,-0.2193,0.3652,0.022237,Fig1,,,,,,,,,,,,,
92,JDAT,Ibáñez-Álamo,2011,Common blackbird,Turdus merula,N,Eurasian Magpie,Pica pica,Bird,Field,A,breeding,within,3 hours,after,blank,both,N,90,360,90,90,63,158,Physiology,Condition,Hormones,TestosteroneLevel,1,0.2933,-0.0005,0.587,0.022461,Fig2,,,,,,,,,,,,,LogScale_Duplicated
26,JDAT,Hua,2014,Eastern bluebird,Sialia sialis,N,Eastern Screech-Owl,Megascops asio,Bird,Field,A,breeding,among,79 days,during,blank,both,A,29,29,15,14,64,159,LifeHistory,reproduction,ClutchSize,ClutchSize,1,-0.7551,-1.5089,-0.0013,0.1479,Supplementary DAta,,,,,,,,,,,,,
26,JDAT,Hua,2014,Eastern bluebird,Sialia sialis,N,Blue Jay,Cyanocitta cristata,Bird,Field,A,breeding,among,79 days,during,blank,both,A,30,30,16,14,64,159,LifeHistory,reproduction,ClutchSize,ClutchSize,1,-0.7633,-1.5061,-0.0205,0.1436,Supplementary DAta,,,,,,,,,,,,,
26,JDAT,Hua,2014,Eastern bluebird,Sialia sialis,N,Cooper's Hawk,Accipiter cooperi,Bird,Field,A,breeding,among,79 days,during,blank,both,A,34,34,20,14,64,159,LifeHistory,reproduction,ClutchSize,ClutchSize,1,-1.073,-1.802,-0.344,0.1384,Supplementary DAta,,,,,,,,,,,,,
26,JDAT,Hua,2014,Eastern bluebird,Sialia sialis,N,Eastern Screech-Owl,Megascops asio,Bird,Field,A,breeding,among,79 days,during,blank,M,N,27,27,14,13,64,159,LifeHistory,reproduction,Nestlings,ClutchMass,1,-0.6334,-1.407,0.1401,0.1558,Supplementary DAta,,,,,,,,,,,,,
26,JDAT,Hua,2014,Eastern bluebird,Sialia sialis,N,Blue Jay,Cyanocitta cristata,Bird,Field,A,breeding,among,79 days,during,blank,both,N,27,27,14,13,64,159,LifeHistory,reproduction,Nestlings,ClutchMass,1,-0.2626,-1.0207,0.4956,0.1496,Supplementary DAta,,,,,,,,,,,,,
26,JDAT,Hua,2014,Eastern bluebird,Sialia sialis,N,Cooper's Hawk,Accipiter cooperi,Bird,Field,A,breeding,among,79 days,during,blank,both,N,33,33,20,13,64,159,LifeHistory,reproduction,Nestlings,ClutchMass,1,-0.4561,-1.1629,0.2508,0.1301,Supplementary DAta,,,,,,,,,,,,,
26,JDAT,Hua,2014,Eastern bluebird,Sialia sialis,N,Eastern Screech-Owl,Megascops asio,Bird,Field,A,breeding,among,79 days,during,blank,both,A,114,114,14,100,64,159,LifeHistory,reproduction,Nestlings,NHatchlingsPerNest,1,-0.6791,-1.513,0.1548,0.181,Supplementary DAta,,,,,,,,,,,,,
26,JDAT,Hua,2014,Eastern bluebird,Sialia sialis,N,Blue Jay,Cyanocitta cristata,Bird,Field,A,breeding,among,79 days,during,blank,both,A,25,25,15,10,64,159,LifeHistory,reproduction,Nestlings,NHatchlingsPerNest,1,-0.7159,-1.5403,0.1085,0.1769,Supplementary DAta,,,,,,,,,,,,,
26,JDAT,Hua,2014,Eastern bluebird,Sialia sialis,N,Cooper's Hawk,Accipiter cooperi,Bird,Field,A,breeding,among,79 days,during,blank,both,A,28,28,18,10,64,159,LifeHistory,reproduction,Nestlings,NHatchlingsPerNest,1,-1.0803,-1.9035,-0.2571,0.1764,Supplementary DAta,,,,,,,,,,,,,
26,JDAT,Hua,2014,Eastern bluebird,Sialia sialis,N,Eastern Screech-Owl,Megascops asio,Bird,Field,A,breeding,among,79 days,during,blank,both,A,20,20,10,10,64,159,LifeHistory,reproduction,Nestlings,NHatchlingsPerNest14th,1,-0.1181,-0.9954,0.7592,0.2003,Supplementary DAta,,,,,,,,,,,,,
26,JDAT,Hua,2014,Eastern bluebird,Sialia sialis,N,Blue Jay,Cyanocitta cristata,Bird,Field,A,breeding,among,79 days,during,blank,both,A,23,23,13,10,64,159,LifeHistory,reproduction,Nestlings,NHatchlingsPerNest14th,1,-0.4737,-1.3094,0.362,0.1818,Supplementary DAta,,,,,,,,,,,,,
26,JDAT,Hua,2014,Eastern bluebird,Sialia sialis,N,Cooper's Hawk,Accipiter cooperi,Bird,Field,A,breeding,among,79 days,during,blank,both,A,28,28,18,10,64,159,LifeHistory,reproduction,Nestlings,NHatchlingsPerNest14th,1,-0.6617,-1.4539,0.1305,0.1634,Supplementary DAta,,,,,,,,,,,,,
26,JDAT,Hua,2014,Eastern bluebird,Sialia sialis,N,Eastern Screech-Owl,Megascops asio,Bird,Field,A,breeding,among,79 days,during,blank,both,N,19,19,10,9,64,159,LifeHistory,reproduction,Nestlings,Nestling mass day 14,1,-0.189,-1.0916,0.7135,0.2121,Supplementary DAta,,,,,,,,,,,,,
26,JDAT,Hua,2014,Eastern bluebird,Sialia sialis,N,Blue Jay,Cyanocitta cristata,Bird,Field,A,breeding,among,79 days,during,blank,both,N,20,20,11,9,64,159,LifeHistory,reproduction,Nestlings,Nestling mass day 14,1,-0.4321,-1.3232,0.4589,0.2067,Supplementary DAta,,,,,,,,,,,,,
26,JDAT,Hua,2014,Eastern bluebird,Sialia sialis,N,Cooper's Hawk,Accipiter cooperi,Bird,Field,A,breeding,among,79 days,during,blank,both,N,27,27,18,9,64,159,LifeHistory,reproduction,Nestlings,Nestling mass day 14,1,-0.5719,-1.3865,0.2427,0.1727,Supplementary DAta,,,,,,,,,,,,,
26,JDAT,Hua,2014,Eastern bluebird,Sialia sialis,N,Eastern Screech-Owl,Megascops asio,Bird,Field,A,breeding,among,79 days,during,blank,both,A,20,20,10,10,64,159,LifeHistory,reproduction,Nestlings,NFledglingsPerNest,1,-0.9204,-1.8421,0.0014,0.2212,Supplementary DAta,,,,,,,,,,,,,
26,JDAT,Hua,2014,Eastern bluebird,Sialia sialis,N,Blue Jay,Cyanocitta cristata,Bird,Field,A,breeding,among,79 days,during,blank,both,A,23,23,13,10,64,159,LifeHistory,reproduction,Nestlings,NFledglingsPerNest,1,-0.7727,-1.6268,0.0814,0.1899,Supplementary DAta,,,,,,,,,,,,,
26,JDAT,Hua,2014,Eastern bluebird,Sialia sialis,N,Cooper's Hawk,Accipiter cooperi,Bird,Field,A,breeding,among,79 days,during,blank,both,A,28,28,18,10,64,159,LifeHistory,reproduction,Nestlings,NFledglingsPerNest,1,-1.6658,-2.5534,-0.7782,0.2051,Supplementary DAta,,,,,,,,,,,,,
26,JDAT,Hua,2014,Eastern bluebird,Sialia sialis,N,Eastern Screech-Owl,Megascops asio,Bird,Field,A,breeding,among,79 days,during,blank,both,A,12,12,7,5,64,159,LifeHistory,Phenology,DevelopmentTiming,IncubationLength,-1,0.3489,-0.8072,1.505,0.3479,Supplementary DAta,,,,,,,,,,,,,
26,JDAT,Hua,2014,Eastern bluebird,Sialia sialis,N,Blue Jay,Cyanocitta cristata,Bird,Field,A,breeding,among,79 days,during,blank,both,A,12,12,7,5,64,159,LifeHistory,Phenology,DevelopmentTiming,IncubationLength,-1,0.1644,-0.9851,1.3139,0.344,Supplementary DAta,,,,,,,,,,,,,
26,JDAT,Hua,2014,Eastern bluebird,Sialia sialis,N,Cooper's Hawk,Accipiter cooperi,Bird,Field,A,breeding,among,79 days,during,blank,both,A,14,14,9,5,64,159,LifeHistory,Phenology,DevelopmentTiming,IncubationLength,-1,0.6228,-0.4945,1.7401,0.325,Supplementary DAta,,,,,,,,,,,,,
26,JDAT,Hua,2014,Eastern bluebird,Sialia sialis,N,Eastern Screech-Owl,Megascops asio,Bird,Field,A,breeding,among,79 days,during,blank,both,A,8,8,3,5,64,159,LifeHistory,Phenology,DevelopmentTiming,NestlingLength,1,-0.5587,-2.016,0.8986,0.5528,Supplementary DAta,,,,,,,,,,,,,
26,JDAT,Hua,2014,Eastern bluebird,Sialia sialis,N,Blue Jay,Cyanocitta cristata,Bird,Field,A,breeding,among,79 days,during,blank,both,A,10,10,5,5,64,159,LifeHistory,Phenology,DevelopmentTiming,NestlingLength,1,-1.4364,-2.8266,-0.0461,0.5032,Supplementary DAta,,,,,,,,,,,,,
26,JDAT,Hua,2014,Eastern bluebird,Sialia sialis,N,Cooper's Hawk,Accipiter cooperi,Bird,Field,A,breeding,among,79 days,during,blank,both,A,12,12,7,5,64,159,LifeHistory,Phenology,DevelopmentTiming,NestlingLength,1,-0.3598,-1.5164,0.7969,0.3482,Supplementary DAta,,,,,,,,,,,,,
849,JDAT,Hetrick,2012,Tufted titmouse,Baeolophus bicolor,N,Eastern Screech-Owl,Megascops asio,Bird,Lab,L,non-breeding,within,2 min,during,blank,both,A,15,15,5,10,65,160,Behaviour,AntiPredator,Mobbing,PropResponse,1,2.3804,-1.1405,5.9012,3.22708,Methods section,,,,,,,,,,,,,
849,JDAT,Hetrick,2012,Tufted titmouse,Baeolophus bicolor,N,Great Horned Owl,Bubo virginianus,Bird,Lab,L,non-breeding,within,2 min,during,blank,both,A,15,15,5,10,65,160,Behaviour,AntiPredator,Mobbing,PropResponse,1,0.9878,-0.4072,2.3829,0.506606,Methods section,,,,,,,,,,,,,
849,JDAT,Hetrick,2012,Carolina chickadee,Poecile carolinensis,N,Eastern Screech-Owl,Megascops asio,Bird,Lab,A,non-breeding,among,3 min,after,NonPred,both,A,30,30,10,20,66,160,Behaviour,AntiPredator,Mobbing,PropResponse,1,0.4671,-0.5443,1.4786,0.26633,Methods section,,,,,,,,,,,,,
849,JDAT,Hetrick,2012,Carolina chickadee,Poecile carolinensis,N,Great Horned Owl,Bubo virginianus,Bird,Lab,A,non-breeding,among,3 min,after,NonPred,both,A,30,30,10,20,66,160,Behaviour,AntiPredator,Mobbing,PropResponse,1,0.7643,-0.3297,1.8583,0.311563,Methods section,,,,,,,,,,,,,
103/911,JDAT,Ghalambor,2013,American robin,Turdus migratorius,N,Steller's Jay,Cyanocitta stelleri,Bird,Field,A,breeding,within,90 min,during,Blank,both,A,6,12,6,6,67,161,Behaviour,ParentalCare,Provisioning,FeedingVisitsPerHour,1,-3.2602,-4.987,-1.5334,0.7762,Dryad data file,,,,,,,,,,,,,
103/911,JDAT,Ghalambor,2013,American robin,Turdus migratorius,N,Steller's Jay,Cyanocitta stelleri,Bird,Field,A,breeding,within,90 min,during,NonPred,both,A,6,12,6,6,67,161,Behaviour,ParentalCare,Provisioning,FeedingVisitsPerHour,1,-3.7618,-5.6447,-1.8788,0.923,Dryad data file,,,,,,,,,,,,,
103/911,JDAT,Ghalambor,2013,Pacific-slope flycatcher,Empidonax difficilis,N,Steller's Jay,Cyanocitta stelleri,Bird,Field,A,breeding,within,90 min,during,blank,both,A,6,12,6,6,68,161,Behaviour,ParentalCare,Provisioning,FeedingVisitsPerHour,1,-2.7017,-4.2666,-1.1368,0.6375,Dryad data file,,,,,,,,,,,,,
103/911,JDAT,Ghalambor,2013,Pacific-slope flycatcher,Empidonax difficilis,N,Steller's Jay,Cyanocitta stelleri,Bird,Field,A,breeding,within,90 min,during,NonPred,both,A,6,12,6,6,68,161,Behaviour,ParentalCare,Provisioning,FeedingVisitsPerHour,1,-1.7529,-3.0842,-0.4216,0.4614,Dryad data file,,,,,,,,,,,,,
103/911,JDAT,Ghalambor,2013,Dark-eyed junco,Junco hyemalis,N,Steller's Jay,Cyanocitta stelleri,Bird,Field,A,breeding,within,90 min,during,Blank,both,A,6,12,6,6,69,161,Behaviour,ParentalCare,Provisioning,FeedingVisitsPerHour,1,-2.399,-3.8828,-0.9152,0.5731,Dryad data file,,,,,,,,,,,,,
103/911,JDAT,Ghalambor,2013,Dark-eyed junco,Junco hyemalis,N,Steller's Jay,Cyanocitta stelleri,Bird,Field,A,breeding,within,90 min,during,NonPred,both,A,6,12,6,6,69,161,Behaviour,ParentalCare,Provisioning,FeedingVisitsPerHour,1,-2.2453,-3.6901,-0.8005,0.5434,Dryad data file,,,,,,,,,,,,,
103/911,JDAT,Ghalambor,2013,Euler's flycatcher,Lathrotriccus euleri,N,Plush-capped Jay,Cyanocorax chrysops,Bird,Field,A,breeding,within,90 min,during,blank,both,A,6,12,6,6,70,161,Behaviour,ParentalCare,Provisioning,FeedingVisitsPerHour,1,-1.2179,-2.4499,0.0141,0.3951,Dryad data file,,,,,,,,,,,,,
103/911,JDAT,Ghalambor,2013,Euler's flycatcher,Lathrotriccus euleri,N,Plush-capped Jay,Cyanocorax chrysops,Bird,Field,A,breeding,within,90 min,during,NonPred,both,A,6,12,6,6,70,161,Behaviour,ParentalCare,Provisioning,FeedingVisitsPerHour,1,-1.4909,-2.7701,-0.2117,0.426,Dryad data file,,,,,,,,,,,,,
103/911,JDAT,Ghalambor,2013,Northern house wren,Troglodytes aedon aedon,N,Steller's Jay,Cyanocitta stelleri,Bird,Field,A,breeding,within,90 min,during,Blank,both,A,7,14,7,7,71,161,Behaviour,ParentalCare,Provisioning,FeedingVisitsPerHour,1,-4.3399,-6.2586,-2.4212,0.9584,Dryad data file,,,,,,,,,,,,,
103/911,JDAT,Ghalambor,2013,Northern house wren,Troglodytes aedon aedon,N,Steller's Jay,Cyanocitta stelleri,Bird,Field,A,breeding,within,90 min,during,NonPred,both,A,7,14,7,7,71,161,Behaviour,ParentalCare,Provisioning,FeedingVisitsPerHour,1,-1.9949,-3.2769,-0.7129,0.4278,Dryad data file,,,,,,,,,,,,,
103/911,JDAT,Ghalambor,2013,Orange-crowned warbler,Oreothlypis celata,N,Steller's Jay,Cyanocitta stelleri,Bird,Field,A,breeding,within,90 min,during,blank,both,A,7,14,7,7,72,161,Behaviour,ParentalCare,Provisioning,FeedingVisitsPerHour,1,-5.2157,-7.4134,-3.018,1.2573,Dryad data file,,,,,,,,,,,,,
103/911,JDAT,Ghalambor,2013,Orange-crowned warbler,Oreothlypis celata,N,Steller's Jay,Cyanocitta stelleri,Bird,Field,A,breeding,within,90 min,during,NonPred,both,A,7,14,7,7,72,161,Behaviour,ParentalCare,Provisioning,FeedingVisitsPerHour,1,-2.5497,-3.9601,-1.1392,0.5179,Dryad data file,,,,,,,,,,,,,
103/911,JDAT,Ghalambor,2013,Rufous-bellied thrush,Turdus rufiventris,N,Plush-capped Jay,Cyanocorax chrysops,Bird,Field,A,breeding,within,90 min,during,Blank,both,A,5,10,5,5,73,161,Behaviour,ParentalCare,Provisioning,FeedingVisitsPerHour,1,-3.3921,-5.3277,-1.4565,0.9753,Dryad data file,,,,,,,,,,,,,
103/911,JDAT,Ghalambor,2013,Rufous-bellied thrush,Turdus rufiventris,N,Plush-capped Jay,Cyanocorax chrysops,Bird,Field,A,breeding,within,90 min,during,NonPred,both,A,6,11,5,6,73,161,Behaviour,ParentalCare,Provisioning,FeedingVisitsPerHour,1,-4.3818,-6.5638,-2.1998,1.2394,Dryad data file,,,,,,,,,,,,,
103/911,JDAT,Ghalambor,2013,Saffron-billed sparrow,Arremon flavirostris,N,Plush-capped Jay,Cyanocorax chrysops,Bird,Field,A,breeding,within,90 min,during,blank,both,A,6,12,6,6,74,161,Behaviour,ParentalCare,Provisioning,FeedingVisitsPerHour,1,-3.2206,-4.9355,-1.5058,0.7655,Dryad data file,,,,,,,,,,,,,
103/911,JDAT,Ghalambor,2013,Saffron-billed sparrow,Arremon flavirostris,N,Plush-capped Jay,Cyanocorax chrysops,Bird,Field,A,breeding,within,90 min,during,NonPred,both,A,6,12,6,6,74,161,Behaviour,ParentalCare,Provisioning,FeedingVisitsPerHour,1,-2.2595,-3.7079,-0.8112,0.5461,Dryad data file,,,,,,,,,,,,,
103/911,JDAT,Ghalambor,2013,Southern house wren,Troglodytes aedon musculus,N,Plush-capped Jay,Cyanocorax chrysops,Bird,Field,A,breeding,within,90 min,during,Blank,both,A,6,12,6,6,75,161,Behaviour,ParentalCare,Provisioning,FeedingVisitsPerHour,1,-1.4626,-2.7365,-0.1887,0.4225,Dryad data file,,,,,,,,,,,,,
103/911,JDAT,Ghalambor,2013,Southern house wren,Troglodytes aedon musculus,N,Plush-capped Jay,Cyanocorax chrysops,Bird,Field,A,breeding,within,90 min,during,NonPred,both,A,6,12,6,6,75,161,Behaviour,ParentalCare,Provisioning,FeedingVisitsPerHour,1,-1.4162,-2.6817,-0.1507,0.4169,Dryad data file,,,,,,,,,,,,,
103/911,JDAT,Ghalambor,2013,Two-banded warbler,Basileuterus bivittatus,N,Plush-capped Jay,Cyanocorax chrysops,Bird,Field,A,breeding,within,90 min,during,blank,both,A,4,8,4,4,76,161,Behaviour,ParentalCare,Provisioning,FeedingVisitsPerHour,1,-3.8307,-6.1639,-1.4975,1.4171,Dryad data file,,,,,,,,,,,,,
103/911,JDAT,Ghalambor,2013,Two-banded warbler,Basileuterus bivittatus,N,Plush-capped Jay,Cyanocorax chrysops,Bird,Field,A,breeding,within,90 min,during,NonPred,both,A,5,9,4,5,76,161,Behaviour,ParentalCare,Provisioning,FeedingVisitsPerHour,1,-3.6127,-5.7373,-1.488,1.1751,Dryad data file,,,,,,,,,,,,,
491,JDAT,Fisher,2006,Northern flicker,Colaptes auratus,N,American Red Squirrel,Tamiasciurus hudsonicus,Mammal,Field,V,breeding,among,5 min,during,NonPred,both,A,48,24,24,24,77,162,Behaviour,AntiPredator,Avoidance,NestAbandonment,1,0.1855,-0.7062,1.0772,0.206985,Results section,,,,,,,,,,,,,
901,JDAT,Fernández,2013,Southern house wren,Troglodytes aedon musculus,N,Great Horned Owl,Bubo virginianus,Bird,Field,V,breeding,within,30 min,during,blank,both,A,42,84,42,42,78,163,Behaviour,ParentalCare,Provisioning,latency to resume provisioning,-1,1.2727,0.8037,1.7417,0.057261,Results section,,,,,,,,,,,,,
